,time,r_x,r_y,r_z,v_x,v_y,v_z,a,M
0,0.0,6492920.0,0.0,0.0,-279.19597362000775,7995.1266161527665,7995.1266161527665,0.0,0.0
1,1.0,6492640.80402638,7995.1266161527665,3.9757668475599165e-10,-288.650678398596,7995.124709168962,1.1723776650302033e-05,0.0019175553617639493,19.020515376732877
2,2.0,6492352.153347981,15990.25132532173,1.1724174226986789e-05,-298.10616563582823,7995.111093182103,2.38494843628488e-05,0.0019832926911950164,19.14281156245197
3,3.0,6492054.047182346,23985.36241850383,3.557365858983559e-05,-307.56241946187004,7995.0857621706145,3.6396147068526785e-05,0.002052144200296531,19.267686247279446
4,4.0,6491746.484762884,31980.448180674444,7.196980565836237e-05,-317.01942397091744,7995.048709990522,4.938368917003401e-05,0.002124257256067673,19.395028192666494
5,5.0,6491429.465338913,39975.49689066497,0.00012135349482839639,-326.4771632197034,7994.999930367947,6.283298252523585e-05,0.0021997869141409743,19.52472656917193
6,6.0,6491102.988175693,47970.49682103291,0.00018418647735363224,-335.935621225912,7994.939416891171,7.676589608641549e-05,0.0022788963533772783,19.656671082481157
7,7.0,6490767.052554467,55965.43623792408,0.0002609523734400477,-345.3947819664933,7994.867163002255,9.120534833512223e-05,0.0023617573333220344,19.790752086655935
8,8.0,6490421.6577725,63960.303400926336,0.00035215772177516993,-354.8546293758749,7994.783161988192,0.00010617536265931823,0.002448550675668254,19.926860685125032
9,9.0,6490066.803143124,71955.08656291453,0.00045833308443448816,-364.31514734406176,7994.687406971553,0.00012170112582679425,0.00253946677091611,20.064888819971777
10,10.0,6489702.48799578,79949.77396988608,0.0005800342102612824,-373.7763197146198,7994.579890900632,0.00013780904971642552,0.0026347061114733424,20.20472935012389
11,11.0,6489328.711676066,87944.35386078671,0.000717843259977708,-383.23813028253437,7994.460606539026,0.00015452683647669893,0.0027344798524830956,20.34627611907197
