,time,r_x,r_y,r_z,v_x,v_y,v_z,a,M
0,0.0,6492920.0,0.0,0.0,-1081.685116918704,10933.623658597206,10933.623658597206,0.0,0.0
1,1.0,6491838.314883081,10933.623658597206,3.9757668475599165e-10,-1091.13950954374,10933.620340521638,0.0006854713258420989,0.0034274512529981166,26.12230030552051
2,2.0,6490747.1753735375,21867.243999118844,0.0006854717234187836,-1100.596935499093,10933.600613468341,0.001470207660217649,0.003923471168978339,26.803371134195114
3,3.0,6489646.578438038,32800.844612587185,0.0021556793836364327,-1110.0573278506754,10933.564368171603,0.0023735971043018114,0.004516346078870081,27.528165860914147
4,4.0,6488536.521110187,43734.40898075879,0.004529276487938244,-1119.520616472955,10933.511477535802,0.0034187686755194637,0.00522475518815669,28.286850642699807
5,5.0,6487417.000493715,54667.92045829459,0.007948045163457708,-1128.986727371825,10933.44179275075,0.0046333988788771156,0.006071404057359171,29.07041174094393
6,6.0,6486288.013766343,65601.36225104534,0.012581444042334824,-1138.4555818560032,10933.355138562694,0.006050693758391278,0.007083900283099518,29.870630783469135
7,7.0,6485149.558184487,76534.71738960803,0.018632137800726103,-1147.9270955259653,10933.251307535285,0.007710580922006313,0.008295801223204032,30.68003178142092
8,8.0,6484001.631088961,87467.96869714333,0.026342718722732417,-1157.4011770439288,10933.130053107083,0.009661151831805163,0.009747862671570913,31.49181422579529
9,9.0,6482844.229911917,98401.09875025041,0.036003870554537576,-1166.877726642505,10932.991081223166,0.01196040070328155,0.011489518645165188,32.29978241913283
10,10.0,6481677.3521852745,109334.08983147358,0.04796427125781913,-1176.35663432361,10932.834040289881,0.01467831233871615,0.013580622083594354,33.09827765143255
11,11.0,6480500.995550951,120266.92387176346,0.06264258359653528,-1185.8377776934383,10932.658509175912,0.01789935663310415,0.016093473419200175,33.88211702080497
12,12.0,6479315.157773257,131199.58238093936,0.08054194022963942,-1195.3210193743628,10932.463982963409,0.02172545161596492,0.019115157538791176,34.64654057273724
13,13.0,6478119.8367538825,142132.04636390277,0.10226739184560435,-1204.8062039378292,10932.24985618347,0.02627945062780085,0.02275015776704644,35.38713581597975
