,time,r_x,r_y,r_z,v_x,v_y,v_z,a,M
0,0.0,6492920.0,0.0,0.0,-279.19597362000775,7995.1266161527665,7995.1266161527665,0.0,0.0
1,1.0,6492640.80402638,7995.1266161527665,3.9757668475599165e-10,-288.65120966016536,7995.124939249436,0.00027231411886248676,0.0017308147964287144,19.020515376732877
2,2.0,6492352.15281672,15990.251555402203,0.0002723145164391715,-298.10724665312364,7995.111560581321,0.0005539641198115652,0.0017901504269554746,19.142812158482865
3,3.0,6492054.045570067,23985.363115983524,0.0008262786362507367,-307.5640696121674,7995.086474454583,0.0008453919035590808,0.0018522970999307544,19.26768771525111
4,4.0,6491746.481500455,31980.449590438107,0.0016716705398098176,-317.02166355679987,7995.049675067381,0.001147060290336256,0.0019173878547558477,19.395030833359097
5,5.0,6491429.459836898,39975.49926550549,0.0028187308301460736,-326.4800135134626,7995.00115650308,0.0014594541116706278,0.0019855626736561874,19.52473070807045
6,6.0,6491102.979823385,47970.50042200857,0.004278184941816702,-335.9391045162878,7994.940912723066,0.001783081363907452,0.0020569688742963377,19.656677069622386
7,7.0,6490767.040718869,55965.44133473164,0.0060612663057241535,-345.39892160788503,7994.868937559155,0.002118474426725414,0.002131761523060574,19.790760296475682
8,8.0,6490421.641797261,63960.31027229079,0.008179740732449568,-354.85944984016265,7994.785224705574,0.0024661913500611853,0.00221010387004655,19.926871516312254
9,9.0,6490066.782347421,71955.09549699636,0.010645932082510752,-364.3206742751853,7994.689767710495,0.002826817213026662,0.002292167806848892,20.06490269533199
10,10.0,6489702.461673146,79949.78526470686,0.013472749295537413,-373.7825799860691,7994.582559967086,0.003200965558579813,0.0023781343482590857,20.204746716451293
11,11.0,6489328.67909316,87944.36782467394,0.016673714854117228,-383.24515205791454,7994.463594704072,0.003589279907893683,0.00246819413904966,20.346297447031088
12,12.0,6488945.433941102,95938.83141937801,0.020262994762010912,-392.7083755887798,7994.332864975763,0.003992435358558055,0.0025625479870510022,20.489449796777976
13,13.0,6488552.725565513,103933.16428435377,0.024255430120568966,-402.1722356906943,7994.190363651532,0.004411140270945144,0.002661407423773048,20.634099766476282
14,14.0,6488150.553329822,111927.3546480053,0.028666570391514108,-411.6367174907145,7994.036083404716,0.004846138047273919,0.0027649952938648033,20.780144488212382
15,15.0,6487738.916612331,119921.39073141002,0.03351270843878803,-421.1018061320227,7993.870016700903,0.005298209008115815,0.0028735463747359305,20.92748225773816
16,16.0,6487317.814806199,127915.26074811093,0.03881091744690385,-430.5674867750705,7993.692155785571,0.005768172371300759,0.0029873080277156103,21.076012559632282
17,17.0,6486887.247319424,135908.9529038965,0.044579089818204604,-440.03374459876716,7993.502492671064,0.006256888338401625,0.0031065408821434157,21.225636085882464
