,time,r_x,r_y,r_z,v_x,v_y,v_z,a,M
0,0.0,6492920.0,0.0,0.0,-1081.685116918704,10933.623658597206,10933.623658597206,0.0,0.0
1,1.0,6491838.314883081,10933.623658597206,3.9757668475599165e-10,-1091.1397106634258,10933.620061981661,0.00024893394431992874,0.0036187568848848723,26.12230030552051
2,2.0,6490747.175172417,21867.243720578866,0.0002489343418966135,-1100.5973665924205,10933.60001587926,0.0005339166840537967,0.004142462311586247,26.803370506816325
3,3.0,6489646.577805825,32800.843736458126,0.0007828510259504102,-1110.0580233788628,10933.563403093518,0.0008619891495692477,0.004768428802650065,27.52816462143673
4,4.0,6488536.519782445,43734.407139551644,0.001644840175519658,-1119.521617578138,10933.510087062527,0.0012415508152865456,0.005516378221289811,28.286848820357623
5,5.0,6487416.998164867,54667.91722661417,0.0028863909908062035,-1128.9880831810585,10933.439907642476,0.0016826526141890993,0.006410283561487349,29.070409371759645
6,6.0,6486288.010081686,65601.35713425664,0.004569043604995303,-1138.4573510653868,10933.35267597443,0.002197353580495794,0.007479293528568723,29.87062790228813
7,7.0,6485149.552730621,76534.70981023107,0.006766397185491097,-1147.9293483243512,10933.248168254348,0.0028001537476787927,0.008758838777942587,30.68002841275609
8,8.0,6484001.623382296,87467.95797848541,0.009566550933169889,-1157.4039974469524,10933.126118196167,0.0035085179350592462,0.010291950336495536,31.491810372964103
9,9.0,6482844.219384849,98401.08409668159,0.013075068868229135,-1166.8812153206218,10932.986207946304,0.004343507254477394,0.012130822060241377,32.29977805099939
10,10.0,6481677.338169528,109334.0703046279,0.01741857612270653,-1176.3609120223796,10932.828057176725,0.005330537341330309,0.014338648603206973,33.09827268596007
11,11.0,6480500.977257506,120266.89836180462,0.022749113464036838,-1185.8429893603031,10932.651210055754,0.006500284281108999,0.016991767375984564,33.88211130442344
12,12.0,6479315.134268146,131199.54957186038,0.029249397745145837,-1195.327339123215,10932.45511977436,0.007889760701853914,0.020182126182927015,34.64653385434481
13,13.0,6478119.806929023,142132.00469163473,0.03713915844699975,-1204.8138409977464,10932.239130338836,0.009543582229136642,0.02402004343956723,35.38712770784814
14,14.0,6476914.993088026,153064.24382197356,0.04668274067613639,-1214.302360330834,10932.00245759484,0.01151528818368103,0.0286349908295469,36.09840833575742
15,15.0,6475700.690727695,163996.2462795684,0.058198028859817424,-1223.7927457824871,10931.744169978389,0.013868682175719047,0.034175877437791574,36.7734949897606
16,16.0,6474476.897981913,174927.9904495468,0.07206671103553647,-1233.284826528937,10931.463165598254,0.016679428149445234,0.04081475481595373,37.406129662047185
17,17.0,6473243.613155384,185859.45361514506,0.0887461391849817,-1242.7784092273978,10931.158147942679,0.020036742974466393,0.04874821419926754,37.990736669641684
