,time,r_x,r_y,r_z,v_x,v_y,v_z,a,M
0,0.0,6492920.0,0.0,0.0,-279.19597362000775,7995.1266161527665,7995.1266161527665,0.0,0.0
1,1.0,6492640.80402638,7995.1266161527665,3.9757668475599165e-10,-288.6508553176537,7995.126513438445,-5.538967741373327e-05,0.00011910915858315831,19.020515376732877
2,2.0,6492352.1531710625,15990.253129591212,-5.5389279837048513e-05,-298.1065277431567,7995.114763357275,-0.00011267834078897458,0.00012319249569603193,19.14281589208334
3,3.0,6492054.04664332,23985.36789294849,-0.00016806762062602308,-307.5629754673675,7995.091362797441,-0.00017195587517541944,0.00012746927903573368,19.26769519199497
4,4.0,6491746.483667852,31980.45925574593,-0.0003400234958014425,-317.02018304961075,7995.056308661941,-0.00023331642055838292,0.00013194866332801944,19.395042055149357
5,5.0,6491429.463484802,39975.51556440787,-0.0005733399163598254,-326.47813503758766,7995.009597868212,-0.0002968585938947343,0.00013664028098090184,19.524745669575317
6,6.0,6491102.985349765,47970.525162276084,-0.0008701985102545597,-335.93681596727157,7994.951227347728,-0.0003626857237027841,0.00014155426908980004,19.65669575870441
7,7.0,6490767.048533798,55965.476389623815,-0.0012328842339573438,-345.3962103627946,7994.881194045585,-0.0004309060978667309,0.00014670129786367982,19.790782694657377
8,8.0,6490421.652323435,63960.3575836694,-0.0016637903318240748,-354.8563027363259,7994.79949492006,-0.0005016332253494811,0.0001520926005436107,19.926897599276767
9,9.0,6490066.796020699,71955.15707858946,-0.002165423557173556,-364.31707758794045,7994.706126942127,-0.0005749861125419526,0.00015774000488752142,20.064932433454796
10,10.0,6489702.47894311,79949.86320553158,-0.002740409669715509,-373.77851940547794,7994.601087094968,-0.0006510895550131005,0.00016365596629886383,20.204780075370095
11,11.0,6489328.700423705,87944.46429262655,-0.003391499224728609,-383.2406126643916,7994.484372373439,-0.0007300744454619715,0.00016985360267892958,20.346334388251265
12,12.0,6488945.459811041,95938.94866499999,-0.004121573670190581,-392.70334182758575,7994.355979783516,-0.0008120780987117708,0.00017634673108601423,20.489490278318772
13,13.0,6488552.756469213,103933.30464478351,-0.004933651768902351,-402.16669134524165,7994.2159063416975,-0.0008972445946257904,0.0001831499062871899,20.634143743560248
14,14.0,6488150.589777868,111927.5205511252,-0.005830896363528142,-411.6306456546317,7994.0641490743865,-0.0009857251398660714,0.00019027846129093473,20.78019191399242
15,15.0,6487738.959132213,119921.58470019959,-0.006816621503394214,-421.09518917991994,7993.900705017223,-0.0010776784494583391,0.00019774854995239675,20.92753308407885
16,16.0,6487317.863943033,127915.48540521681,-0.007894299952852553,-430.56030633194945,7993.7255712143915,-0.0011732711491700546,0.00020557719174446674,21.076066737938863
17,17.0,6486887.303636701,135909.2109764312,-0.009067571102022607,-440.025981508015,7993.538744717881,-0.0012726781997530222,0.00021378231879057118,21.225693567980684
18,18.0,6486447.277655193,143902.7497211491,-0.01034024930177563,-449.49219909162076,7993.340222586709,-0.0013760833441478807,0.00022238282525793697,21.376315487585742
19,19.0,6485997.785456101,151896.0899437358,-0.01171633264592351,-458.9589434522218,7993.1300018861,-0.0014836795787938018,0.00023139861921024648,21.527835638419045
20,20.0,6485538.826512649,159889.2199456219,-0.013200012224717311,-468.4261989449486,7992.908079686618,-0.001595669650234404,0.00024085067702229754,21.68015839295567
21,21.0,6485070.400313703,167882.12802530854,-0.014795681874951715,-477.893949910314,7992.674453063255,-0.0017122665782583397,0.00025076110045872907,21.833189352754854
22,22.0,6484592.506363793,175874.8024783718,-0.016507948453210054,-487.36218067390115,7992.429119094465,-0.0018336942068609622,0.00026115317651999754,21.98683534299374
23,23.0,6484105.14418312,183867.23159746628,-0.018341642660071017,-496.8308755460317,7992.172074861153,-0.0019601877843624166,0.0002720514401608657,22.1410044037694
24,24.0,6483608.313307574,191859.40367232743,-0.020301830444433434,-506.3000188214131,7991.9033174456,-0.0020919945740649174,0.0002834817399834577,22.2956057786017
25,25.0,6483102.013288752,199851.30698977303,-0.02239382501849835,-515.7695947787645,7991.622843930341,-0.0022293744968805017,0.0002954713070092758,22.45054990058682
26,26.0,6482586.243693974,207842.92983370338,-0.024623199515378853,-525.2395876804189,7991.330651396977,-0.0023726008074071592,0.0003080488266304828,22.605748376582852
27,27.0,6482061.004106293,215834.26048510036,-0.026995800322786014,-534.7099817719018,7991.02673692493,-0.0025219608049778094,0.00032124451384066787,22.76111396980837
28,28.0,6481526.294124521,223825.28722202528,-0.029517761127763824,-544.1807612814832,7990.711097590124,-0.0026777565812509184,0.000335090191840482,22.916560581181955
29,29.0,6480982.11336324,231815.9983196154,-0.03219551770901474,-553.651910419705,7990.38373046361,-0.002840305805954733,0.00034961937411108143,23.07200322972115
30,30.0,6480428.46145282,239806.382050079,-0.03503582351496948,-563.1234133788784,7990.04463261011,-0.0030099425524372303,0.00036486735004173063,23.22735803227226
31,31.0,6479865.338039441,247796.4266826891,-0.03804576606740671,-572.595254332553,7989.693801086496,-0.0031870181647115003,0.00038087127419259486,23.382542182826334
32,32.0,6479292.742785108,255786.1204837756,-0.04123278423211821,-582.0674174349554,7989.331232940189,-0.0033719021677200423,0.0003976702592653655,23.537473931640555
