,time,r_x,r_y,r_z,v_x,v_y,v_z,a,M
0,0.0,6492920.0,0.0,0.0,-1081.685116918704,10933.623658597206,10933.623658597206,0.0,0.0
1,1.0,6491838.314883081,10933.623658597206,3.9757668475599165e-10,-1091.1396631906186,10933.62003312861,4.442541094529352e-08,0.00364321786979002,26.12230030552051
2,2.0,6490747.175219891,21867.243691725816,4.482298763004951e-08,-1100.597264744187,10933.599954044545,9.528418504649031e-08,0.004170463257609139,26.80337042528202
3,3.0,6489646.577955146,32800.843645770365,1.4010717267653981e-07,-1110.0578589012284,10933.563303347504,1.5383286482437009e-07,0.004800660900659033,27.52816440848407
4,4.0,6488536.520096245,43734.40694911787,2.939400375009099e-07,-1119.5213806042118,10933.50994352152,2.2157044178992755e-07,0.005553665942681777,28.286848412704853
5,5.0,6487416.998715641,54667.91689263939,5.155104792908374e-07,-1128.9877619129666,10933.439713282913,3.002906305430331e-07,0.006453613378041684,29.070408692541573
6,6.0,6486288.010953728,65601.35660592231,8.158011098338705e-07,-1138.4569313873744,10933.3524224072,3.9214551586846104e-07,0.007529848874231014,29.870626860598776
7,7.0,6485149.554022341,76534.70902832951,1.2079466257023315e-06,-1147.9288133322952,10933.247845450845,4.997228084162265e-07,0.008818042476731678,30.680026902899375
8,8.0,6484001.625209008,87467.95687378035,1.707669434118558e-06,-1157.4033268766805,10933.125714156027,6.261393203826195e-07,0.010361515925361638,31.491808273425033
9,9.0,6482844.221882132,98401.08258793637,2.3338087545011773e-06,-1166.880384854158,10932.985708294962,7.75153664885113e-07,0.01221281564856581,32.29977522316291
10,10.0,6481677.341497278,109334.06829623133,3.10896241938629e-06,-1176.3598924475396,10932.827444678924,9.513015704419772e-07,0.01443556311982344,33.09826897259648
11,11.0,6480500.98160483,120266.89574091026,4.060263989828267e-06,-1185.8417455549668,10932.65046402882,1.160057552910524e-06,0.017106611242073615,33.882106527983076
12,12.0,6479315.139859275,131199.54620493908,5.220321542738792e-06,-1195.3258288312138,10932.454215382753,1.4080269547138093e-06,0.020318528588616765,34.64652781511985
13,13.0,6478119.814030443,142132.00042032183,6.628348497452601e-06,-1204.8120133593325,10932.238037749317,1.703171955291963e-06,0.024182378170339153,35.38712018351966
14,14.0,6476915.002017084,153064.23845807114,8.331520452744563e-06,-1214.3001541567237,10932.001140987351,2.0550472602593705e-06,0.028828505260436753,36.09839909833081
15,15.0,6475700.701862927,163996.2395990585,1.0386567713003934e-05,-1223.7900875670446,10931.74258641174,2.4750393386334153e-06,0.03440682323214927,36.77348380401906
16,16.0,6474476.91177536,174927.98218547023,1.286160705163735e-05,-1233.2816281528035,10931.461263703115,2.9766512448362976e-06,0.041090543392982175,37.40611628709007
17,17.0,6473243.6301472075,185859.44344917336,1.5838258296473646e-05,-1242.7745653302754,10931.155866432717,3.5758046661237082e-06,0.049077581287209154,37.990720866891365
18,18.0,6472000.855581877,196790.59931560606,1.9414062962597356e-05,-1252.2686598761086,10930.8248674038,4.291144438676135e-06,0.0585907549544037,38.52230668841674
19,19.0,6470748.586922001,207721.42418300986,2.370520740127349e-05,-1261.7636404776283,10930.466495319039,5.144326970152254e-06,0.06987646433690425,38.996375876051566
20,20.0,6469486.823281524,218651.8906783289,2.8849534371425745e-05,-1271.2592005781332,10930.07871488943,6.160266530223053e-06,0.08320124057001939,39.40883562615213
