,time,r_x,r_y,r_z,v_x,v_y,v_z,a,M
0,0.0,6492920.0,0.0,0.0,-279.19597362000775,7995.1266161527665,7995.1266161527665,0.0,0.0
1,1.0,6492640.80402638,7995.1266161527665,3.9757668475599165e-10,-288.65087536474783,7995.126515831594,-2.0883153449474258e-07,0.00010039005031988025,19.020515376732877
2,2.0,6492352.153151016,15990.25313198436,-2.0843395780998659e-07,-298.10656852755056,7995.114768201122,-4.248226731182659e-07,0.0001038316532390158,19.14281589953649
3,3.0,6492054.046582488,23985.367900185483,-6.332566309282524e-07,-307.5630377120585,7995.091370151717,-6.483123033008635e-07,0.00010743630079866344,19.267695216613266
4,4.0,6491746.483544776,31980.4592703372,-1.281568934229116e-06,-317.02026751194194,7995.056318588614,-8.796553546418488e-07,0.00011121170902502034,19.395042107551223
5,5.0,6491429.4632772645,39975.51558892582,-2.1612242888709648e-06,-326.4782425108833,7995.009610431553,-1.119223636047998e-06,0.00011516599656060792,19.524745761275543
6,6.0,6491102.985034754,47970.52519935737,-3.2804479249189627e-06,-335.9369472825581,7994.9512426143765,-1.3674067202049956e-06,0.00011930770742616569,19.65669590210821
7,7.0,6490767.048087471,55965.47644197175,-4.647854645123958e-06,-345.3963663906122,7994.881212084623,-1.6246128778724692e-06,0.0001236458349801898,19.790782903054794
8,8.0,6490421.651721081,63960.357654056366,-6.272467522996427e-06,-354.85648438863535,7994.799515803072,-1.8912700646182462e-06,0.0001281898471362437,19.926897886831902
9,9.0,6490066.795236692,71955.15716985943,-8.163737587614673e-06,-364.31728582013153,7994.706150743277,-2.1678269627379076e-06,0.00013294971290077535,20.064932815200823
10,10.0,6489702.477950872,79949.86332060272,-1.033156455035258e-05,-373.778755218484,7994.601113891075,-2.454754081240779e-06,0.00013793593029638515,20.204780567203105
11,11.0,6489328.699195653,87944.46443449378,-1.2786318631593359e-05,-383.2408771069166,7994.484402244051,-2.7525449169237235e-06,0.00014315955573798164,20.346335006923244
12,12.0,6488945.458318546,95938.94883673784,-1.5538863548517083e-05,-392.7036359984503,7994.356012810986,-3.0617171797000062e-06,0.00014863223493198827,20.489491041430696
13,13.0,6488552.754682548,103933.30484954882,-1.860058072821709e-05,-402.16701639585415,7994.215942611267,-3.382814085500856e-06,0.0001543662353709081,20.634144669556175
14,14.0,6488150.587666152,111927.52079216008,-2.1983394813717946e-05,-411.6310027915917,7994.064188674262,-3.716405720221895e-06,0.00016037448049756295,20.780193022153632
15,15.0,6487738.956663361,119921.58498083435,-2.569980053393984e-05,-421.09557966776083,7993.900748038665,-4.063090478347699e-06,0.00016667058561648302,20.92753439451918
16,16.0,6487317.861083693,127915.48572887301,-2.976289101228754e-05,-430.56073149602815,7993.7256177517975,-4.423496580050444e-06,0.00017326889563068314,21.07606827159584
17,17.0,6486887.300352197,135909.2113466248,-3.4186387592337987e-05,-440.026442737557,7993.53879486887,-4.798283670728274e-06,0.0001801845246854295,21.22569534661338
